id,name,address,phone,website,latitude,longitude,maps_link,foursquare_category,user_category,city,country,fsq_id,detected_language,original_name,translated_name,created_at,category,subcategory,type,name_ar,name_ku,facebook,instagram,directions_link,data_quality,verified,governorate,is_published
74,Xwardingei Al Sfadi,"100m Peshawa Qazi, Erbil",+9647505989898,,36.2252211,44.0173331,"https://www.google.com/maps/search/?api=1&query=36.2252211,44.0173331",restaurant,restaurant,Erbil,Iraq,osm_4535005690,,,,2026-03-31 17:33:11.872606+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
75,خواردنگەی ئەبو نوئاس,"شەقامی کوردستان, أربيل",+964 750 420 7777,,36.2012418,44.0026351,"https://www.google.com/maps/search/?api=1&query=36.2012418,44.0026351",restaurant,restaurant,Erbil,Iraq,osm_4535945290,,,,2026-03-31 17:33:12.999985+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
83,ماڵی بیتزا,"100 M Road, Erbil",07501491061,http://www.facebook.com/mypizzaa,36.1673263,44.035805,"https://www.google.com/maps/search/?api=1&query=36.1673263,44.035805",restaurant,restaurant,Erbil,Iraq,osm_4549511094,,,,2026-03-31 17:33:21.001164+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
103,Well done bowl,"Ainkawa, أربيل",+964 750 660 4300,,36.2260312,43.9911811,"https://www.google.com/maps/search/?api=1&query=36.2260312,43.9911811",restaurant,restaurant,Erbil,Iraq,osm_4724040280,,,,2026-03-31 17:33:43.518734+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
105,Pronto,"Ainkawa, أربيل",+964 7511264944,,36.230516,43.9908003,"https://www.google.com/maps/search/?api=1&query=36.230516,43.9908003",restaurant,restaurant,Erbil,Iraq,osm_4724728191,,,,2026-03-31 17:33:45.810218+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
106,بووم,"Dar u Asn Street, أربيل",009647504650550,,36.2034539,44.0193509,"https://www.google.com/maps/search/?api=1&query=36.2034539,44.0193509",restaurant,restaurant,Erbil,Iraq,osm_4745270330,,,,2026-03-31 17:33:46.693117+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
112,كص نازادي,أربيل,07504524579,http://facebook.com/gasazadi,36.1696797,44.0048548,"https://www.google.com/maps/search/?api=1&query=36.1696797,44.0048548",restaurant,restaurant,Erbil,Iraq,osm_4774383134,,,,2026-03-31 17:33:52.736139+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
117,Rawaa Venus Rest.,أربيل,+9647505203000,https://www.facebook.com/Rawaa-Venus-%D8%B1%D9%88%D8%B9%D8%A9-%D9%81%D9%8A%D9%86%D9%88%D8%B3-100106625457094,36.2397819,43.9859572,"https://www.google.com/maps/search/?api=1&query=36.2397819,43.9859572",restaurant,restaurant,Erbil,Iraq,osm_4798896621,,,,2026-03-31 17:33:58.389236+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
129,کەبابخانەی باوکی هێمن,"شەقامی کوردستان, أربيل",+964 750 451 1892,,36.2033704,44.0123725,"https://www.google.com/maps/search/?api=1&query=36.2033704,44.0123725",restaurant,restaurant,Erbil,Iraq,osm_4864079122,,,,2026-03-31 17:34:10.962301+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
138,چێشتخانەی ئاکۆ ١,"طريق ٦٠ متر, أربيل",07504481847,,36.1853781,43.9936951,"https://www.google.com/maps/search/?api=1&query=36.1853781,43.9936951",restaurant,restaurant,Erbil,Iraq,osm_4950745121,,,,2026-03-31 17:34:20.60026+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
149,مطعم ثمرات الصالحية 2,"Ronaky Street, Erbil",07509250006,,36.165756,44.0282633,"https://www.google.com/maps/search/?api=1&query=36.165756,44.0282633",restaurant,restaurant,Erbil,Iraq,osm_5057195721,,,,2026-03-31 17:34:32.0588+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
151,کەبابخانەی مام عەبدوڵڵا,"شەقامی ڕووناکی, أربيل",009647503990013,,36.1663991,44.0271496,"https://www.google.com/maps/search/?api=1&query=36.1663991,44.0271496",restaurant,restaurant,Erbil,Iraq,osm_5104318821,,,,2026-03-31 17:34:34.300156+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
154,خواردنگەی ڤالهالا,"شەقامی هێمن موکریانی, أربيل",+964 751 006 6060,https://valhallaerbil.com,36.1952982,43.9685433,"https://www.google.com/maps/search/?api=1&query=36.1952982,43.9685433",restaurant,restaurant,Erbil,Iraq,osm_5186039421,,,,2026-03-31 17:34:37.272443+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
157,خواردنگەی کاسە برنج,أربيل,+964 750 760 2046,,36.2032014,44.0105164,"https://www.google.com/maps/search/?api=1&query=36.2032014,44.0105164",restaurant,restaurant,Erbil,Iraq,osm_5294192621,,,,2026-03-31 17:34:40.456325+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
160,Faruq fish restaurant,"Old Bahrka Road, أربيل",07507464707,,36.218958,44.0116023,"https://www.google.com/maps/search/?api=1&query=36.218958,44.0116023",restaurant,restaurant,Erbil,Iraq,osm_5340315472,,,,2026-03-31 17:34:44.132372+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
165,خواردنگەی باوکی شەھاب,"شەقامی عەنکاوە, أربيل",+964 750 471 0808,,36.2141976,43.9936271,"https://www.google.com/maps/search/?api=1&query=36.2141976,43.9936271",restaurant,restaurant,Erbil,Iraq,osm_5392261402,,,,2026-03-31 17:34:49.051815+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
179,خواردنگەی سەردار,"شەقامی ئەلبان, أربيل",07504466010,https://www.facebook.com/kababsardar/,36.1721608,43.9946053,"https://www.google.com/maps/search/?api=1&query=36.1721608,43.9946053",restaurant,restaurant,Erbil,Iraq,osm_5633355925,,,,2026-03-31 17:35:01.138029+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
192,خواردنگەی ماسی برژاو,أربيل,+964 770 7579555,,36.236499,44.0031244,"https://www.google.com/maps/search/?api=1&query=36.236499,44.0031244",restaurant,restaurant,Erbil,Iraq,osm_5854537087,,,,2026-03-31 17:35:13.308884+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
196,خواردنگەی دامەسکینۆ,"شەقامی قەسرا, أربيل",+964 750 777 7208,,36.2351011,43.9944753,"https://www.google.com/maps/search/?api=1&query=36.2351011,43.9944753",restaurant,restaurant,Erbil,Iraq,osm_5874712087,,,,2026-03-31 17:35:16.535047+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
212,مطعم داماس,"Erbil - Pirmam Road, Erbil",+9647506660333,,36.2040404,44.0231865,"https://www.google.com/maps/search/?api=1&query=36.2040404,44.0231865",restaurant,restaurant,Erbil,Iraq,osm_5993019786,,,,2026-03-31 17:35:33.28902+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
213,طبق المندى,"Ainkawa, أربيل",009647516730300,,36.2230259,43.992659,"https://www.google.com/maps/search/?api=1&query=36.2230259,43.992659",restaurant,restaurant,Erbil,Iraq,osm_6011766185,,,,2026-03-31 17:35:34.519473+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
226,خواردنگەی یونیکو کاتەرینگ,"26, أربيل",+964 750 277 1221,,36.193841,43.9671323,"https://www.google.com/maps/search/?api=1&query=36.193841,43.9671323",restaurant,restaurant,Erbil,Iraq,osm_6139949899,,,,2026-03-31 17:35:48.438984+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
240,خواردنگەی ماشەڵڵا,"جووت سایدی دارەتوو, هەولێر",+964 750 318 8490,,36.1178847,44.0697714,"https://www.google.com/maps/search/?api=1&query=36.1178847,44.0697714",restaurant,restaurant,Erbil,Iraq,osm_6312181185,,,,2026-03-31 17:36:02.178931+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
252,Quizas Resturant and Cafe,"1, أربيل",+9647501850000,,36.2506685,44.0604841,"https://www.google.com/maps/search/?api=1&query=36.2506685,44.0604841",restaurant,restaurant,Erbil,Iraq,osm_6464780888,,,,2026-03-31 17:36:15.309294+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
282,Jan Club,أربيل,+9647502202223,https://cangrillerbil.business.site/,36.2248535,44.0056525,"https://www.google.com/maps/search/?api=1&query=36.2248535,44.0056525",restaurant,restaurant,Erbil,Iraq,osm_6573176079,,,,2026-03-31 17:36:48.265202+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
300,Lithos Restaurant,أربيل,0750 245 9595,https://www.facebook.com/pages/category/Family-Style-Restaurant/Dokaly-Kabab-Restaurant-%D9%85%D8%B7%D8%B9%D9%85-%D8%AF%D9%88%D9%83%D9%87-%D9%84%D9%89-%D9%83%D9%87-%D8%A8%D8%A7%D8%A8-352764225563288/,36.22913,43.9910677,"https://www.google.com/maps/search/?api=1&query=36.22913,43.9910677",restaurant,restaurant,Erbil,Iraq,osm_6725278724,,,,2026-03-31 17:37:04.059616+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
301,كباب وستا محمد,"باداوە, Erbil",07502348534,,36.1666977,44.0361211,"https://www.google.com/maps/search/?api=1&query=36.1666977,44.0361211",restaurant,restaurant,Erbil,Iraq,osm_6727638785,,,,2026-03-31 17:37:04.8461+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
304,سمیتی سەرا,"شەقامی پێشەوا قازی, 102, هەولێر",+964 771 696 6111,,36.2100912,44.0447533,"https://www.google.com/maps/search/?api=1&query=36.2100912,44.0447533",restaurant,restaurant,Erbil,Iraq,osm_6763899770,,,,2026-03-31 17:37:07.235695+00,Restaurants & Dining,,restaurants_dining,,,,,,enhanced,true,,true
313,مطعم فاميلي تايم,"Baghdad, Iraq",+964 72 246 7928,,33.2485146,44.3348482,"https://www.google.com/maps/search/?api=1&query=33.2485146,44.3348482",Restaurants & Dining,Restaurants & Dining,Baghdad,Iraq,osm_4874063023,,,,2026-03-31 18:17:26.51015+00,Restaurants & Dining,general,restaurants_dining,,,,,,osm,true,Baghdad,true
314,مطعم الصخرة - الاعلام,"Baghdad, Iraq",+964 73 153 6792,,33.2483425,44.3347156,"https://www.google.com/maps/search/?api=1&query=33.2483425,44.3347156",Restaurants & Dining,Restaurants & Dining,Baghdad,Iraq,osm_11663033360,,,,2026-03-31 18:17:27.401559+00,Restaurants & Dining,general,restaurants_dining,,,,,,osm,true,Baghdad,true
315,سوبر بركر,"Baghdad, Iraq",+964 70 963 1914,,33.2509481,44.348134,"https://www.google.com/maps/search/?api=1&query=33.2509481,44.348134",Restaurants & Dining,Restaurants & Dining,Baghdad,Iraq,osm_9727822617,,,,2026-03-31 18:17:28.128912+00,Restaurants & Dining,general,restaurants_dining,,,,,,osm,true,Baghdad,true
316,طماطة,"Baghdad, Iraq",+964 77 912 6407,,33.2510699,44.3432831,"https://www.google.com/maps/search/?api=1&query=33.2510699,44.3432831",Restaurants & Dining,Restaurants & Dining,Baghdad,Iraq,osm_10717498505,,,,2026-03-31 18:17:28.97798+00,Restaurants & Dining,general,restaurants_dining,,,,,,osm,true,Baghdad,true
317,مطعم الصخرة,"Baghdad, Iraq",+964 74 857 9296,,33.2497459,44.3417994,"https://www.google.com/maps/search/?api=1&query=33.2497459,44.3417994",Restaurants & Dining,Restaurants & Dining,Baghdad,Iraq,osm_10718747205,,,,2026-03-31 18:17:29.729042+00,Restaurants & Dining,general,restaurants_dining,,,,,,osm,true,Baghdad,true
330,كوفي شوب,"Baghdad, Iraq",+964 77 725 3965,,33.2467702,44.3539073,"https://www.google.com/maps/search/?api=1&query=33.2467702,44.3539073",Cafés & Coffee,Cafés & Coffee,Baghdad,Iraq,osm_5603040427,,,,2026-03-31 18:33:50.440798+00,Cafés & Coffee,general,cafes_coffee,,,,,,osm,true,Baghdad,true
331,Meelad Al Hub Cafe,"Baghdad, Iraq",+964 78 626 2222,,33.2527793,44.3576156,"https://www.google.com/maps/search/?api=1&query=33.2527793,44.3576156",Cafés & Coffee,Cafés & Coffee,Baghdad,Iraq,osm_3719684744,,,,2026-03-31 18:33:51.498353+00,Cafés & Coffee,general,cafes_coffee,,,,,,osm,true,Baghdad,true
332,The grinders السيدية,"Baghdad, Iraq",+964 76 274 9663,,33.2512397,44.3573067,"https://www.google.com/maps/search/?api=1&query=33.2512397,44.3573067",Cafés & Coffee,Cafés & Coffee,Baghdad,Iraq,osm_11631545872,,,,2026-03-31 18:33:52.501878+00,Cafés & Coffee,general,cafes_coffee,,,,,,osm,true,Baghdad,true
333,Dose cafe,"Baghdad, Iraq",+964 71 361 7762,,33.2518107,44.3575504,"https://www.google.com/maps/search/?api=1&query=33.2518107,44.3575504",Cafés & Coffee,Cafés & Coffee,Baghdad,Iraq,osm_12766490698,,,,2026-03-31 18:33:53.447232+00,Cafés & Coffee,general,cafes_coffee,,,,,,osm,true,Baghdad,true
334,كافيه اوبس - الدورة,"Baghdad, Iraq",+964 72 710 6213,,33.2546649,44.40877,"https://www.google.com/maps/search/?api=1&query=33.2546649,44.40877",Cafés & Coffee,Cafés & Coffee,Baghdad,Iraq,osm_11663014645,,,,2026-03-31 18:33:54.375132+00,Cafés & Coffee,general,cafes_coffee,,,,,,osm,true,Baghdad,true
338,فندق اليرموك الدولي,"Baghdad, Iraq",+964 70 119 7572,,33.3005207,44.3424968,"https://www.google.com/maps/search/?api=1&query=33.3005207,44.3424968",Hotels & Stays,Hotels & Stays,Baghdad,Iraq,osm_11635065287,,,,2026-03-31 18:34:53.761462+00,Hotels & Stays,general,hotels_stays,,,,,,osm,true,Baghdad,true
339,فندق وشقق أومري,"Baghdad, Iraq",+964 74 839 1139,,33.3245875,44.3497074,"https://www.google.com/maps/search/?api=1&query=33.3245875,44.3497074",Hotels & Stays,Hotels & Stays,Baghdad,Iraq,osm_13392931853,,,,2026-03-31 18:34:54.824616+00,Hotels & Stays,general,hotels_stays,,,,,,osm,true,Baghdad,true
340,فندق كورال,"Baghdad, Iraq",+964 79 771 5875,https://coralbaghdad.com/homepage/,33.2826614,44.3940286,"https://www.google.com/maps/search/?api=1&query=33.2826614,44.3940286",Hotels & Stays,Hotels & Stays,Baghdad,Iraq,osm_6096348832,,,,2026-03-31 18:34:55.796623+00,Hotels & Stays,general,hotels_stays,,,,,,osm,true,Baghdad,true
341,Coral Baghdad Hotel,"Baghdad, Iraq",+964 75 546 4288,,33.282766,44.394008,"https://www.google.com/maps/search/?api=1&query=33.282766,44.394008",Hotels & Stays,Hotels & Stays,Baghdad,Iraq,osm_10980445690,,,,2026-03-31 18:34:56.814358+00,Hotels & Stays,general,hotels_stays,,,,,,osm,true,Baghdad,true
342,Babylon Rotana,"Baghdad, Iraq",+964 77 968 5590,,33.2912242,44.3904889,"https://www.google.com/maps/search/?api=1&query=33.2912242,44.3904889",Hotels & Stays,Hotels & Stays,Baghdad,Iraq,osm_10980445687,,,,2026-03-31 18:34:57.671754+00,Hotels & Stays,general,hotels_stays,,,,,,osm,true,Baghdad,true
343,dental clinic dr.nadir,"Baghdad, Iraq",+964 74 967 4663,,33.2550027,44.3562015,"https://www.google.com/maps/search/?api=1&query=33.2550027,44.3562015",Health & Wellness,Health & Wellness,Baghdad,Iraq,osm_1037908152,,,,2026-03-31 18:35:19.425085+00,Health & Wellness,general,health_wellness,,,,,,osm,true,Baghdad,true
344,دكتور حسين,"Baghdad, Iraq",+964 78 106 2826,,33.2453605,44.3727831,"https://www.google.com/maps/search/?api=1&query=33.2453605,44.3727831",Health & Wellness,Health & Wellness,Baghdad,Iraq,osm_5022974323,,,,2026-03-31 18:35:20.38532+00,Health & Wellness,general,health_wellness,,,,,,osm,true,Baghdad,true
345,مركز الدورة الصحي (m&h),"Baghdad, Iraq",+964 79 255 5978,,33.254395,44.3791013,"https://www.google.com/maps/search/?api=1&query=33.254395,44.3791013",Health & Wellness,Health & Wellness,Baghdad,Iraq,osm_6400917288,,,,2026-03-31 18:35:21.179788+00,Health & Wellness,general,health_wellness,,,,,,osm,true,Baghdad,true
346,المجمع الطبي الاسلامي,"Baghdad, Iraq",+964 75 253 9252,,33.299322,44.2901871,"https://www.google.com/maps/search/?api=1&query=33.299322,44.2901871",Health & Wellness,Health & Wellness,Baghdad,Iraq,osm_4995782525,,,,2026-03-31 18:35:22.114071+00,Health & Wellness,general,health_wellness,,,,,,osm,true,Baghdad,true
347,غصن البلوط,"Baghdad, Iraq",+964 72 270 1018,,33.2975215,44.2907252,"https://www.google.com/maps/search/?api=1&query=33.2975215,44.2907252",Health & Wellness,Health & Wellness,Baghdad,Iraq,osm_7691848188,,,,2026-03-31 18:35:23.328726+00,Health & Wellness,general,health_wellness,,,,,,osm,true,Baghdad,true
351,Iraqi cinema - Aamriya mall,"Baghdad, Iraq",+964 73 286 6838,,33.2924405,44.2917589,"https://www.google.com/maps/search/?api=1&query=33.2924405,44.2917589",Entertainment & Events,Entertainment & Events,Baghdad,Iraq,osm_13638176110,,,,2026-03-31 18:36:25.588108+00,Entertainment & Events,general,entertainment_events,,,,,,osm,true,Baghdad,true
352,سينمة اوروك,"Baghdad, Iraq",+964 71 910 6783,,33.2775947,44.3508176,"https://www.google.com/maps/search/?api=1&query=33.2775947,44.3508176",Entertainment & Events,Entertainment & Events,Baghdad,Iraq,osm_4338182995,,,,2026-03-31 18:36:26.729833+00,Entertainment & Events,general,entertainment_events,,,,,,osm,true,Baghdad,true
353,Iraqi Cinema - babylon mall,"Baghdad, Iraq",+964 72 739 6705,,33.3182397,44.3456582,"https://www.google.com/maps/search/?api=1&query=33.3182397,44.3456582",Entertainment & Events,Entertainment & Events,Baghdad,Iraq,osm_12029683969,,,,2026-03-31 18:36:27.748499+00,Entertainment & Events,general,entertainment_events,,,,,,osm,true,Baghdad,true
354,Iraqi cinema -Mansour Mall,"Baghdad, Iraq",+964 78 884 7228,,33.3205236,44.3530482,"https://www.google.com/maps/search/?api=1&query=33.3205236,44.3530482",Entertainment & Events,Entertainment & Events,Baghdad,Iraq,osm_4532521890,,,,2026-03-31 18:36:28.633016+00,Entertainment & Events,general,entertainment_events,,,,,,osm,true,Baghdad,true
355,Iraqi cinema -Jadriyah Mall,"Baghdad, Iraq",+964 76 331 6308,,33.2844645,44.3934276,"https://www.google.com/maps/search/?api=1&query=33.2844645,44.3934276",Entertainment & Events,Entertainment & Events,Baghdad,Iraq,osm_13638176115,,,,2026-03-31 18:36:29.460623+00,Entertainment & Events,general,entertainment_events,,,,,,osm,true,Baghdad,true
362,متحف الجواهري,"Baghdad, Iraq",+964 71 614 6395,,33.2977823,44.3555487,"https://www.google.com/maps/search/?api=1&query=33.2977823,44.3555487",Culture & Heritage,Culture & Heritage,Baghdad,Iraq,osm_9931995020,,,,2026-03-31 18:38:18.286242+00,Culture & Heritage,general,culture_heritage,,,,,,osm,true,Baghdad,true
363,متحف الطيران الحربي العراقي,"Baghdad, Iraq",+964 76 603 1095,,33.3110828,44.3882489,"https://www.google.com/maps/search/?api=1&query=33.3110828,44.3882489",Culture & Heritage,Culture & Heritage,Baghdad,Iraq,osm_7774624293,,,,2026-03-31 18:38:19.116382+00,Culture & Heritage,general,culture_heritage,,,,,,osm,true,Baghdad,true
364,متحف طائرات الهليكوبتر,"Baghdad, Iraq",+964 75 660 6647,,33.3181563,44.3829641,"https://www.google.com/maps/search/?api=1&query=33.3181563,44.3829641",Culture & Heritage,Culture & Heritage,Baghdad,Iraq,osm_8698043011,,,,2026-03-31 18:38:19.952193+00,Culture & Heritage,general,culture_heritage,,,,,,osm,true,Baghdad,true
365,المتحف الوطني العراقي,"Baghdad, Iraq",+964 76 245 2568,,33.3281672,44.3849937,"https://www.google.com/maps/search/?api=1&query=33.3281672,44.3849937",Culture & Heritage,Culture & Heritage,Baghdad,Iraq,osm_12919557673,,,,2026-03-31 18:38:20.775187+00,Culture & Heritage,general,culture_heritage,,,,,,osm,true,Baghdad,true
366,مطبخ النگعه,"Basra, Iraq",+964 71 568 9991,,30.4583854,47.7855046,"https://www.google.com/maps/search/?api=1&query=30.4583854,47.7855046",Restaurants & Dining,Restaurants & Dining,Basra,Iraq,osm_11951803043,,,,2026-03-31 18:38:47.838771+00,Restaurants & Dining,general,restaurants_dining,,,,,,osm,true,Basra,true
367,مطعم بابا سنفور,"Basra, Iraq",+964 75 618 9653,,30.4690007,47.7766553,"https://www.google.com/maps/search/?api=1&query=30.4690007,47.7766553",Restaurants & Dining,Restaurants & Dining,Basra,Iraq,osm_11951803051,,,,2026-03-31 18:38:48.804828+00,Restaurants & Dining,general,restaurants_dining,,,,,,osm,true,Basra,true
368,مطعم ومشويات النوارس,"Basra, Iraq",+964 77 400 8366,,30.465979,47.7800768,"https://www.google.com/maps/search/?api=1&query=30.465979,47.7800768",Restaurants & Dining,Restaurants & Dining,Basra,Iraq,osm_11951803052,,,,2026-03-31 18:38:49.679902+00,Restaurants & Dining,general,restaurants_dining,,,,,,osm,true,Basra,true
369,مطعم ومشويات الوليمة,"Basra, Iraq",+964 79 807 2016,,30.4662336,47.7864149,"https://www.google.com/maps/search/?api=1&query=30.4662336,47.7864149",Restaurants & Dining,Restaurants & Dining,Basra,Iraq,osm_11951803036,,,,2026-03-31 18:38:50.591912+00,Restaurants & Dining,general,restaurants_dining,,,,,,osm,true,Basra,true
370,اسماك ومسكوف الكرادة,"Basra, Iraq",+964 73 697 6958,,30.465067,47.7882485,"https://www.google.com/maps/search/?api=1&query=30.465067,47.7882485",Restaurants & Dining,Restaurants & Dining,Basra,Iraq,osm_11951803044,,,,2026-03-31 18:38:51.520175+00,Restaurants & Dining,general,restaurants_dining,,,,,,osm,true,Basra,true
371,كوفي شوب ليالي دبي,"Basra, Iraq",+964 70 156 2842,,30.450129,47.7945748,"https://www.google.com/maps/search/?api=1&query=30.450129,47.7945748",Cafés & Coffee,Cafés & Coffee,Basra,Iraq,osm_11951810480,,,,2026-03-31 18:39:22.028642+00,Cafés & Coffee,general,cafes_coffee,,,,,,osm,true,Basra,true
372,كوفي شوب ساجد,"Basra, Iraq",+964 75 721 9362,,30.4484965,47.8046116,"https://www.google.com/maps/search/?api=1&query=30.4484965,47.8046116",Cafés & Coffee,Cafés & Coffee,Basra,Iraq,osm_11951810479,,,,2026-03-31 18:39:22.881675+00,Cafés & Coffee,general,cafes_coffee,,,,,,osm,true,Basra,true
373,كوفي حجي باقر,"Basra, Iraq",+964 77 789 6769,,30.4685938,47.7780708,"https://www.google.com/maps/search/?api=1&query=30.4685938,47.7780708",Cafés & Coffee,Cafés & Coffee,Basra,Iraq,osm_11951810490,,,,2026-03-31 18:39:23.64519+00,Cafés & Coffee,general,cafes_coffee,,,,,,osm,true,Basra,true
374,كوفي شوب بغداد,"Basra, Iraq",+964 73 204 5836,,30.4515399,47.7956347,"https://www.google.com/maps/search/?api=1&query=30.4515399,47.7956347",Cafés & Coffee,Cafés & Coffee,Basra,Iraq,osm_12766682504,,,,2026-03-31 18:39:24.438482+00,Cafés & Coffee,general,cafes_coffee,,,,,,osm,true,Basra,true
375,كوفي شوب الحبيب,"Basra, Iraq",+964 70 925 6846,,30.4616063,47.7915717,"https://www.google.com/maps/search/?api=1&query=30.4616063,47.7915717",Cafés & Coffee,Cafés & Coffee,Basra,Iraq,osm_11951810481,,,,2026-03-31 18:39:25.196899+00,Cafés & Coffee,general,cafes_coffee,,,,,,osm,true,Basra,true
379,فندق القطط,"Basra, Iraq",+964 78 820 6523,,30.5359382,47.7955146,"https://www.google.com/maps/search/?api=1&query=30.5359382,47.7955146",Hotels & Stays,Hotels & Stays,Basra,Iraq,osm_12766682214,,,,2026-03-31 18:40:47.235391+00,Hotels & Stays,general,hotels_stays,,,,,,osm,true,Basra,true
380,فندق شط العرب,"Basra, Iraq",+964 78 838 4109,,30.5708114,47.7765605,"https://www.google.com/maps/search/?api=1&query=30.5708114,47.7765605",Hotels & Stays,Hotels & Stays,Basra,Iraq,osm_4107484090,,,,2026-03-31 18:40:48.26618+00,Hotels & Stays,general,hotels_stays,,,,,,osm,true,Basra,true
